noBtg,jenis,panjang,pangkal,ujung,rata2,volume,grCm,grPersen
A1705,MM,17,83,65,74,7.31,0,0
A1706,MM,15.8,60,52,56,3.89,0,0
A1707,MM,21.9,102,85,93,14.88,0,0
A1708,KR,21.2,83,56,69,7.93,0,0
A1709,MM,12.1,94,79,86,7.03,0,0
A1710,KR,12.4,100,78,89,7.71,0,0
A1711,KR,10.8,78,65,71,4.28,0,0
A1712,MM,12.3,102,79,90,7.82,0,0
A1713,MM,14,76,59,67,4.94,0,0
A1714,BNS,20.7,91,65,78,9.89,0,0
A1715,MM,15.8,75,60,67,5.57,0,0
A1716,KR,15.8,75,63,69,5.91,0,0
A1717,BNS,11.2,88,82,85,6.24,10,1.8
A1718,BNS,11.9,83,75,79,4.9,28,16
A1719,MM,21.2,82,59,70,8.16,0,0
A1720,MM,19.7,95,74,84,10.92,0,0
A1721,MM,20,80,53,66,6.84,0,0
A1722,KR,15.9,74,58,66,5.44,0,0
A1723,KR,15.9,68,56,62,4.8,0,0
A1724,BNS,15.7,68,49,58,4.15,0,0
A1725,KR,20.7,62,47,54,4.74,0,0
A1726,KR,21.1,76,54,65,7,0,0
A1727,MM,19.7,77,58,67,6.95,0,0
A1728,MM,13.9,72,59,65,4.47,10,3
A1729,BNS,15.5,60,45,52,3.29,0,0
A1730,LMB,17.5,65,46,55,4.16,0,0
A1731,MM,16.7,71,57,64,5.37,0,0
A1732,MP,20.2,84,72,78,9.65,0,0
A1733,MM,21.1,80,68,74,9.07,0,0
A1734,KR,20,59,46,52,4.25,0,0
A1735,KR,22,82,58,70,8.47,0,0
A1736,MM,21.1,65,52,58,5.57,0,0
A1737,MB,16.3,59,46,52,3.46,0,0
A1738,KR,17.5,63,54,58,4.62,0,0
A1739,MM,14.8,85,63,74,6.37,0,0
A1740,KR,15.4,60,45,52,3.27,0,0
A1741,MM,12.6,82,69,75,5.57,0,0
A1742,KR,13.7,80,62,71,5.42,0,0
A1743,BNS,21.1,93,73,83,11.11,12,2.7
A1744,KR,17.1,68,45,56,4.21,0,0
A1745,KR,12,62,54,58,3.17,0,0
A1746,KR,15.6,78,60,69,5.83,0,0
A1747,KR,17.3,83,68,75,7.64,0,0
A1748,KR,21.1,73,60,66,7.22,0,0
A1749,KR,19.1,101,75,88,11.62,0,0
A1750,MM,21.1,96,74,85,11.97,0,0
A1751,KR,21.1,78,62,70,8.12,0,0
A1752,MM,21.1,92,64,78,10.08,0,0
A1753,KR,19.2,90,69,79,9.41,0,0
A1754,KR,20,86,63,74,8.6,0,0
A1755,MM,17.5,73,54,63,5.46,0,0
A1756,MM,14.4,82,67,74,6.19,0,0
A1757,KR,17.1,93,74,83,9.25,0,0
A1758,MM,16.7,71,65,68,6.06,0,0
A1759,KR,17,97,74,85,9.65,0,0
A1760,KR,19.5,77,59,68,7.08,0,0
A1761,BNS,15.7,77,53,65,4.81,16,7.7
A1762,MP,10.3,101,90,95,7.3,0,0
A1763,MP,10.1,84,74,79,4.95,0,0
A1764,BNS,20.8,86,68,77,9.69,0,0
A1765,MM,17.6,68,51,59,4.81,0,0
A1766,MM,12.6,60,50,55,2.99,0,0
A1767,MM,13.6,64,52,58,3.59,0,0
A1768,KR,15.6,62,47,54,3.57,0,0
A1769,KR,16.5,62,53,57,4.21,0,0
A1770,KR,19.8,72,53,62,5.98,0,0
A1771,KR,20.2,62,44,53,4.46,0,0
A1772,KR,21.4,67,45,56,5.27,0,0
A1773,KR,21.4,82,58,70,8.24,0,0
A1774,KR,22.3,77,58,67,7.86,0,0
A1775,KR,21.8,67,47,57,5.56,0,0
A1776,KR,21.2,70,50,60,5.99,0,0
A1777,KR,17.4,84,68,76,7.89,0,0
A1778,KR,16,63,41,52,3.4,0,0
A1779,MM,19,84,69,76,8.62,0,0
A1780,BNS,15.6,82,66,74,6.71,0,0
A1781,BNS,17.8,57,44,50,3.5,0,0
A1782,BNS,19.9,63,43,53,4.39,0,0
A1783,MB,20.5,76,52,64,6.59,0,0
A1784,MB,17.2,65,50,57,4.39,0,0
A1785,MM,21.4,65,50,57,5.46,0,0
A1786,MM,20.2,73,52,62,6.1,0,0
A1787,MP,17.9,66,52,59,4.89,0,0
A1788,MB,21.1,73,54,63,6.58,0,0
A1789,MM,9.7,78,62,70,3.34,20,10.4
A1790,KR,19.4,63,42,52,4.12,0,0
A1791,MM,11.6,74,64,69,4.34,0,0
A1792,MM,10.6,57,46,51,2.17,0,0
A1793,MM,11,62,57,59,3.01,0,0
A1794,MM,12.1,80,64,72,4.93,0,0
A1795,MM,9.3,66,52,59,2.54,0,0
A1796,MM,12.8,66,51,58,3.38,0,0
A1797,MM,11.9,63,48,55,2.83,0,0
A1798,MM,14.7,65,52,58,3.88,0,0
A1799,MM,15.2,62,50,56,3.74,0,0
A1800,KR,19.3,68,51,59,5.28,0,0
A1801,MM,17.3,60,47,53,3.43,15,10.2
A1802,MM,13,57,45,51,2.66,0,0
A1803,KR,10.3,57,46,51,1.96,12,7
A1804,KR,13.2,62,50,56,3.25,0,0
A1805,KR,13.6,73,63,68,4.94,0,0
A1806,KR,16.7,56,43,49,3.15,0,0
A1807,KR,16.4,54,41,47,2.85,0,0
A1808,KR,10.6,58,41,49,2,0,0
A1809,KR,13.4,58,43,50,2.63,0,0
A1810,KR,10,75,70,72,4.07,0,0
A1811,KR,11.1,99,75,87,6.6,0,0
A1812,KR,15.9,64,54,59,4.35,0,0
A1813,KR,13.3,55,47,51,2.72,0,0
A1814,KR,21.2,82,54,68,7.7,0,0
A1815,KR,16.8,55,42,48,3.04,0,0
A1816,KR,18.9,70,46,58,4.99,0,0
A1817,KR,16.7,73,62,67,5.89,0,0
A1818,KR,18.4,69,48,58,4.86,0,0
A1819,KR,18.1,65,48,56,4.46,0,0
A1820,KR,18.6,59,46,52,3.95,0,0
A1821,KR,16.1,58,44,51,3.29,0,0
A1822,KR,19.4,63,49,56,4.78,0,0
A1823,KR,17.5,58,41,49,3.3,0,0
A1824,KR,11.2,93,69,81,5.77,0,0
A1825,KR,17.7,65,48,56,4.36,0,0
A1826,KR,18.7,63,49,56,4.61,0,0
A1827,MM,14.3,72,58,65,4.75,0,0
A1828,MM,15.1,66,45,55,3.59,0,0
A1829,MM,13,59,55,57,3.19,10,3.9
A1830,KR,11.4,71,65,68,3.92,14,5.4
A1831,KR,18.6,72,49,60,5.26,0,0
A1832,KR,15.4,89,68,78,7.36,0,0
A1833,KR,13.5,91,75,83,7.3,0,0
A1834,KR,11.4,78,65,71,4.51,0,0
A1835,KR,16.8,90,67,78,8.03,0,0
A1836,KR,19.6,73,53,63,6.11,0,0
A1837,KR,19.2,72,58,65,6.37,0,0
A1838,KR,17.3,77,59,68,6.28,0,0
A1839,KR,20.2,64,46,55,4.8,0,0
A1840,KR,20.5,74,58,66,7.01,0,0
A1841,KR,17.7,75,53,64,5.69,0,0
A1842,KR,13.9,60,49,54,3.18,0,0
A1843,KR,18.9,66,51,58,4.99,0,0
A1844,KR,17.8,82,62,72,7.07,10,2.5
A1845,KR,15.7,73,52,62,4.74,0,0
A1846,KR,16.3,95,76,85,9.25,0,0
A1847,BNS,18.4,87,68,77,7.59,23,11.4
A1848,BNS,16.8,85,65,75,5.91,30,20.4
A1849,KR,15.3,68,59,63,3.89,24,18.5
A1850,BNS,12.3,63,48,55,2.92,0,0
A1851,KR,17,103,82,92,11.3,0,0
A1852,KR,18,104,86,95,12.76,0,0
A1853,KR,16.2,94,67,80,8.14,0,0
A1854,KR,16.9,83,59,71,6.69,0,0
A1855,KR,14,58,42,50,2.55,12,7.3
A1856,KR,19.3,85,54,69,7.22,0,0
A1857,KR,22,68,54,61,6.43,0,0
A1858,MM,15.3,62,51,56,3.77,0,0
A1859,KR,21.6,86,65,75,9.54,0,0
A1860,MP,19.2,71,54,62,5.8,0,0
A1861,MM,18.3,93,70,81,9.43,0,0
A1862,MM,10.6,105,99,102,8.66,0,0
A1863,MM,21.3,97,74,85,12.09,0,0
A1864,MM,20.6,65,58,61,6.02,0,0
A1865,MM,13.4,108,95,101,10.74,0,0
A1866,MM,12.4,127,111,119,13.79,0,0
A1867,MM,18.8,68,52,60,5.32,0,0
A1868,MM,17.7,90,69,79,8.68,0,0
A1869,MM,20.9,73,59,66,7.15,0,0
A1870,MM,14.6,103,85,94,10.13,0,0
A1871,MK,11.5,98,89,93,7.81,0,0
A1872,BNS,16,88,73,80,6.6,30,17.9
A1873,KR,16.1,92,72,82,8.5,0,0
A1874,KR,21.9,62,44,53,4.83,0,0
A1875,KR,21.9,64,52,58,5.79,0,0
A1876,MM,22.1,69,48,58,5.84,0,0
A1877,MP,14,58,52,55,3.33,0,0
A1878,MM,19,72,55,63,5.92,0,0
A1879,MM,16.9,70,55,62,5.1,0,0
A1880,MM,11.8,62,51,56,2.91,0,0
A1881,MRS,9.2,68,58,63,2.87,0,0
A1882,KR,9.4,62,51,56,2.32,0,0
A1883,KR,10.7,57,50,53,2.36,0,0
A1884,KR,13.1,66,57,61,3.4,18,11.1
A1885,MM,15.5,77,63,70,5.97,0,0
A1886,BNS,11.9,137,120,128,15.31,0,0
A1887,BNS,18.4,62,46,54,3.99,11,5.3
A1888,BNS,10.6,144,122,133,13.77,30,6.5
A1889,BNS,14.1,76,66,71,5.07,19,9.1
A1890,MM,19,81,64,72,7.74,0,0
A1891,BNS,11.4,91,87,89,6.98,10,1.6
A1892,MP,18.4,86,65,75,8.13,0,0
A1893,BNS,11.3,107,89,98,8.11,19,4.8
A1894,KR,14.5,81,65,73,6.07,0,0
A1895,KR,17.1,93,78,85,9.7,0,0
A1896,KR,19,76,56,66,6.5,0,0
A1897,KR,18.4,87,73,80,9.25,0,0
A1898,KR,16.7,79,57,68,6.06,0,0
A1899,KR,17.9,88,66,77,8.34,0,0
A1900,KR,18.9,90,68,79,9.26,0,0
A1901,KR,21.8,94,74,84,12.08,0,0
A1902,KR,21.4,101,62,81,11.03,0,0
A1903,KR,11.3,76,66,71,4.47,0,0
A1904,KR,20.2,76,56,66,6.91,0,0
A1905,KR,14.8,92,75,83,8.01,0,0
A1906,KR,9.6,65,58,61,2.81,0,0
A1907,MP,21.1,70,55,62,6.37,0,0
A1908,MP,20.6,70,57,63,6.42,0,0
A1909,MP,13.2,85,64,74,5.68,0,0
A1910,MP,17.2,58,51,54,3.94,0,0
A1911,MP,14.6,107,84,95,10.35,0,0
A1912,MM,18.3,59,51,55,4.35,0,0
A1913,BNS,12.8,161,132,146,20.27,30,5.4
A1914,MM,16.6,58,52,55,3.94,0,0
A1915,MM,19,71,63,67,6.02,19,10.2
A1916,MK,12.2,57,53,55,2.9,0,0
A1917,LMB,15.4,74,55,64,4.51,17,9
A1918,MM,16.7,74,64,69,6.24,0,0
A1919,MM,11.6,57,53,55,2.76,0,0
A1920,MM,14.5,67,59,63,4.52,0,0
A1921,MM,15.9,84,67,75,7.02,0,0
A1922,BNS,16.8,92,81,86,9.21,18,5.6
A1923,MP,13.8,67,62,64,4.44,0,0
A1924,KR,15.7,106,77,91,10.21,0,0
A1925,MM,19.3,74,56,65,6.4,0,0
A1926,MM,13.6,66,51,58,3.59,0,0
A1927,MM,16.9,82,65,73,7.07,0,0
A1928,MM,20,72,53,62,6.04,0,0
A1929,KR,13,76,65,70,5,0,0
A1930,KR,13.2,98,77,87,7.85,0,0
A1931,MM,21,79,65,72,8.55,0,0
A1932,MM,14.7,76,60,68,5.09,13,4.7
A1933,KR,15.2,68,53,60,4.3,0,0
A1934,KR,18.6,66,44,55,4.42,0,0
A1935,MM,13.5,69,55,62,4.08,0,0
A1936,MM,17.5,72,62,67,6.17,0,0
A1937,MM,10,86,75,80,5.03,0,0
A1938,MM,20.8,82,57,69,7.78,0,0
A1939,MB,13.5,72,54,63,3.91,15,7.2
A1940,MM,18.8,90,74,82,9.93,0,0
A1941,KR,16,107,79,93,10.87,0,0
A1942,KR,11.3,100,89,94,7.68,12,2.1
A1943,KR,15,54,41,47,2.6,0,0
A1944,KR,22.1,78,49,63,6.89,0,0
A1945,MM,20.4,82,64,73,8.54,0,0
A1946,MM,14.2,66,53,59,3.88,0,0
A1947,MM,14.6,67,53,60,4.13,0,0
A1948,MM,12.8,64,51,57,3.27,0,0
A1949,MP,13.7,63,55,59,3.75,0,0
A1950,MM,12.4,79,63,71,4.91,0,0
A1951,MM,11,58,52,55,2.61,0,0
A1952,MM,14.9,66,59,62,4.5,0,0
A1953,LMB,9.1,64,57,60,2.57,0,0
A1954,MM,9.5,62,52,57,2.42,0,0
A1955,BNS,9.4,60,44,52,2,0,0
A1956,KR,14.9,58,42,50,2.93,0,0
A1957,KR,19.5,58,41,49,3.68,0,0
A1958,KR,18.9,62,47,54,4.33,0,0
A1959,KR,16.8,72,53,62,4.4,20,13.2
A1960,KR,18,57,41,49,3.39,0,0
A1961,KR,19.2,69,50,59,5.25,0,0
A1962,KR,19.7,62,41,51,4.02,0,0
A1963,KR,16.9,85,67,76,7.67,0,0
A1964,KR,17.6,81,54,67,6.21,0,0
A1965,KR,17.9,56,41,48,3.24,0,0
A1966,KR,19.8,75,53,64,6.37,0,0
A1967,KR,19.1,74,67,70,7.35,0,0
A1968,KR,18.8,99,82,90,11.96,0,0
A1969,MM,14.6,62,51,56,3.27,15,9.1
A1970,MB,16.3,57,43,50,3.2,0,0
A1971,MM,15.4,62,54,58,3.72,15,8.5
A1972,MB,18.8,71,53,62,5.68,0,0
A1973,MK,14.9,51,42,46,2.48,0,0
A1974,BNS,16.6,64,50,57,4.24,0,0
A1975,MM,21.6,74,55,64,6.95,0,0
A1976,MM,18.2,68,51,59,4.98,0,0
A1977,MM,19,68,50,59,5.19,0,0
A1978,MP,22.6,83,65,74,9.72,0,0
A1979,MM,23.1,74,57,65,7.67,0,0
A1980,BNS,13.8,94,82,88,6.8,34,19
A1981,MM,16.2,63,51,57,4.13,0,0
A1982,BNS,11.1,84,72,78,4.82,21,9.2
A1983,BNS,15.4,69,55,62,3.69,25,20.7
A1984,MM,18.2,75,51,63,5.67,0,0
A1985,MP,13,81,69,75,5.74,0,0
A1986,KR,16.6,77,51,64,5.34,0,0
A1987,BNS,15,122,95,108,11.34,40,17.5
A1988,BNS,13.5,127,112,119,12.85,40,14.4
A1989,KR,11.7,74,64,69,4.37,0,0
A1990,MK,15.1,69,54,61,4.41,0,0
A1991,MM,20.4,80,64,72,8.31,0,0
A1992,KR,11,63,53,58,2.91,0,0
A1993,MP,8.8,69,59,64,2.83,0,0
A1994,KR,14.2,84,64,74,5.79,15,5.2
A1995,KR,17.5,90,74,82,9.24,0,0
A1996,BNS,19.7,75,59,67,6.95,0,0
A1997,KR,18.8,78,57,67,6.63,0,0
A1998,KR,19,83,73,78,9.08,0,0
A1999,KR,21.8,72,53,62,6.58,0,0
A2000,KR,14.8,69,51,60,4.18,0,0
A2001,KR,16,82,55,68,5.81,0,0
A2002,KR,15.1,70,56,63,4.71,0,0
A2003,KR,20.3,75,47,61,5.93,0,0
A2004,BNS,18.3,62,44,53,4.04,0,0
A2005,KR,14.9,89,74,81,7.68,0,0
A2006,MK,13.4,69,56,62,4.05,0,0
A2007,KR,12,78,58,68,4.36,0,0
A2008,KR,18,64,51,57,4.59,0,0
A2009,MRS,11.5,81,73,77,5.36,0,0
A2010,KR,15.1,101,77,89,9.39,0,0
A2011,KR,15.5,77,62,69,5.8,0,0
A2012,KR,18,62,50,56,4.43,0,0
A2013,KR,18.5,63,52,57,4.72,0,0
A2014,KR,21.8,85,58,71,8.63,0,0
A2015,KR,16,80,58,69,5.98,0,0
A2016,MRS,11.9,100,81,90,7.57,0,0
A2017,KR,18.8,83,66,74,8.09,0,0
A2018,KR,19.3,71,49,60,5.46,0,0
A2019,BNS,20.2,92,75,83,10.12,20,7.4
A2020,MK,17.8,67,56,61,5.2,0,0
A2021,MM,19.6,71,55,63,6.11,0,0
A2022,MM,19.2,62,48,55,4.37,10,4.2
A2023,MM,14.6,54,54,54,3.34,0,0
A2024,MM,18,59,51,55,4.28,0,0
A2025,MM,18.8,67,52,59,5.14,0,0
A2026,KR,18.2,79,64,71,6.68,17,7.3
A2027,MM,17,69,56,62,5.13,0,0
A2028,MM,14.8,66,62,64,4.76,0,0
A2029,MM,15,63,53,58,3.96,0,0
A2030,KR,8.3,79,64,71,3.29,0,0
A2031,KR,11.8,91,75,83,6.38,0,0
A2032,MM,14.4,63,52,57,3.67,0,0
A2033,MM,17.5,66,51,58,4.62,0,0
A2034,MM,18.4,59,43,51,3.76,0,0
A2035,KR,9.8,50,46,48,1.77,0,0
A2036,KR,12.3,64,50,57,3.14,0,0
A2037,MM,17.4,88,71,79,8.53,0,0
A2038,MM,10,63,50,56,2.46,0,0
A2039,KR,20.1,62,51,56,4.95,0,0
A2040,MM,12.3,64,53,58,3.25,0,0
A2041,MK,10,59,51,55,2.38,0,0
A2042,MM,11,64,53,58,2.91,0,0
A2043,MK,14.6,82,64,73,6.11,0,0
A2044,MRS,12.6,62,51,56,3.1,0,0
A2045,MM,14,53,51,52,2.97,0,0
A2046,MM,17.1,75,62,68,5.71,17,8
A2047,KR,19.5,68,51,59,5.33,0,0
A2048,KR,14.6,63,48,55,3.47,0,0
A2049,KR,17.4,59,41,50,3.42,0,0
A2050,KR,21.7,81,56,68,7.88,0,0
A2051,KR,16.7,99,79,89,10.39,0,0
A2052,KR,12.4,81,67,74,5.33,0,0
A2053,KR,11.7,81,70,75,5.17,0,0
A2054,KR,21.2,80,62,71,8.39,0,0
A2055,KR,12.7,100,77,88,7.72,0,0
A2056,KR,17.2,70,55,62,5.19,0,0
A2057,MB,13.3,64,53,58,3.51,0,0
A2058,BNS,13.6,106,89,97,9.14,26,9.1
A2059,MM,13,111,82,96,9.41,0,0
A2060,BNS,12.9,123,100,111,12.48,0,0
A2061,BNS,15.1,66,51,58,3.99,0,0
A2062,MM,17.6,82,72,77,8.2,0,0
A2063,BNS,18.8,72,53,62,5.68,0,0
A2064,MM,13.1,84,69,76,5.94,0,0
A2065,MB,19.3,94,79,86,10.93,12,2.5
A2066,BNS,13.1,105,93,99,10.08,0,0
A2067,MM,13.1,99,84,91,8.52,0,0
A2068,MM,13.2,85,74,79,6.47,0,0
A2069,MM,12.3,101,81,91,7.72,15,3.5
A2070,MM,14.8,79,68,73,6.19,0,0
A2071,MM,22,106,91,98,16.59,0,0
A2072,KR,21.4,105,77,91,13.92,0,0
A2073,KR,20,78,51,64,6.43,0,0
A2074,KR,19.8,92,69,80,9.95,0,0
A2075,KR,17.8,77,56,66,6.09,0,0
A2076,KR,14.5,70,51,60,4.1,0,0
A2077,KR,12.8,78,66,72,5.21,0,0
A2078,KR,15,72,57,64,4.83,0,0
A2079,KR,16.6,72,51,61,4.85,0,0
A2080,KR,14.5,101,83,92,9.64,0,0
A2081,MK,14.3,80,76,78,6.83,0,0
A2082,KR,20.7,106,77,91,13.46,0,0
A2083,KR,17.1,70,50,60,4.83,0,0
A2084,KR,17.5,88,74,81,9.02,0,0
A2085,KR,12.6,90,80,85,7.15,0,0
A2086,BNS,16.9,102,82,92,10.91,14,2.9
A2087,KR,18.6,69,51,60,5.26,0,0
A2088,KR,12.4,72,55,63,3.87,0,0
A2089,KR,16.7,71,51,61,4.88,0,0
A2090,KR,20.7,75,50,62,6.25,0,0
A2091,KR,19.2,84,68,76,8.71,0,0
A2092,KR,18.8,96,74,85,10.67,0,0
A2093,KR,13.1,87,73,80,6.58,0,0
A2094,KR,10.9,97,88,92,7.25,0,0
A2095,KR,18.7,77,60,68,6.79,0,0
A2096,KR,21.7,111,91,101,17.39,0,0
A2097,KR,11.7,73,60,66,4,0,0
A2098,KR,11.6,88,74,81,5.98,0,0
A2099,MRS,16.2,71,53,62,4.89,0,0
A2100,KR,21.8,72,48,60,6.16,0,0
A2101,MP,22.7,102,89,95,15.87,10,1.4
A2102,KR,12.3,102,78,90,7.82,0,0
A2103,KR,11.5,77,71,74,4.95,0,0
A2104,KR,12,89,75,82,6.34,0,0
A2105,KR,10.8,115,90,102,8.83,0,0
A2106,KR,20.5,72,56,64,6.59,0,0
A2107,MM,20.9,76,54,65,6.94,0,0
A2108,BNS,17,63,54,58,4.11,15,8.5
A2109,MP,15,65,53,59,4.1,0,0
A2110,KR,18,92,66,79,8.82,0,0
A2111,MM,16.1,52,42,47,2.79,0,0
A2112,MM,18.7,70,51,60,5.29,0,0
A2113,BNS,17.1,70,59,64,5.01,17,9
A2114,MK,12,65,48,56,2.69,15,9.1
A2115,BNS,13.6,57,46,51,2.29,19,17.7
A2116,KR,18.6,85,64,74,8,0,0
A2117,KR,19.5,64,43,53,4.3,0,0
A2118,KR,19.4,77,58,67,6.84,0,0
A2119,KR,17.4,66,44,55,4.13,0,0
A2120,KR,17.6,62,47,54,4.03,0,0
A2121,KR,18.1,67,51,59,4.95,0,0
A2122,KR,21.7,73,47,60,6.14,0,0
A2123,KR,19.6,63,41,52,4.16,0,0
A2124,KR,15.4,57,43,50,3.02,0,0
A2125,MM,20.6,81,56,68,7.48,0,0
A2126,MM,8.2,81,73,77,3.82,0,0
A2127,MB,15.6,60,50,55,3.71,0,0
A2128,MM,17.9,67,50,58,4.73,0,0
A2129,BNS,13,71,64,67,3.9,23,15
A2130,BNS,16,68,59,63,4.99,0,0
A2131,MM,15.3,63,51,57,3.9,0,0
A2132,MB,16.7,71,51,61,4.88,0,0
A2133,MB,17.3,73,56,64,5.57,0,0
A2134,MK,20.4,77,56,66,6.98,0,0
A2135,MM,22,73,51,62,6.64,0,0
A2136,MB,13.2,107,89,98,9.96,0,0
A2137,MM,21.3,72,52,62,6.43,0,0
A2138,MB,16.8,67,56,61,4.91,0,0
A2139,BNS,21.1,73,49,61,6.17,0,0
A2140,KR,20,88,71,79,9.8,0,0
A2141,KR,21.5,72,53,62,6.49,0,0
A2142,MRS,21.2,65,46,55,5.04,0,0
A2143,KR,20.6,68,51,59,5.63,0,0
A2144,KR,19.6,58,44,51,4,0,0
A2145,KR,19.2,79,69,74,8.26,0,0
A2146,KR,17.3,69,55,62,5.22,0,0
A2147,KR,19.4,75,51,63,6.05,0,0
A2148,KR,20.1,87,59,73,8.41,0,0
A2149,KR,16.9,62,49,55,4.02,0,0
A2150,MK,10,144,138,141,15.61,0,0
A2151,MM,11.6,79,71,75,5.12,0,0
A2152,KR,19.6,78,60,69,7.33,0,0
A2153,KR,17.4,95,77,86,10.11,0,0
A2154,KR,18.9,82,58,70,7.27,0,0
A2155,KR,12.2,89,77,83,6.6,0,0
A2156,KR,11.3,108,90,99,8.7,0,0
A2157,KR,16.1,85,64,74,6.92,0,0
A2158,MM,20.6,76,57,66,7.05,0,0
A2159,MM,12.8,71,59,65,4.25,0,0
A2160,KR,8,60,50,55,1.9,0,0
A2161,MM,13.7,72,62,67,4.83,0,0
A2162,BNS,11.8,57,47,52,2.51,0,0
A2163,BNS,11.7,73,62,67,3.51,23,15
A2164,KR,13,82,64,73,5.44,0,0
A2165,MM,11.6,88,74,81,5.86,10,1.9
A2166,BNS,13,86,62,74,5.59,0,0
A2167,BNS,19.2,72,53,62,5.8,0,0
A2168,MM,16.8,76,62,69,6.28,0,0
A2169,KR,20.6,70,47,58,5.44,0,0
A2170,MM,18.7,83,58,70,7.2,0,0
A2171,KR,22.1,87,58,72,9,0,0
A2172,KR,17.4,72,48,60,4.92,0,0
A2173,KR,21.4,70,49,59,5.85,0,0
A2174,KR,15.6,71,54,62,4.71,0,0
A2175,KR,13,74,55,64,4.18,0,0
A2176,KR,19.8,59,41,50,3.89,0,0
A2177,MM,18.6,69,52,60,4.99,12,5.1
A2178,KR,20.1,66,43,54,4.6,0,0
A2179,KR,12.5,55,51,53,2.76,0,0
A2180,KR,21.4,79,54,66,7.32,0,0
A2181,MM,12.6,69,57,63,3.93,0,0
A2182,MM,21.6,77,54,65,7.17,0,0
A2183,MM,12.9,77,69,73,5.4,0,0
A2184,MM,12.9,92,77,84,7.15,0,0
A2185,MP,11.7,77,63,70,4.5,0,0
A2186,MM,16,66,51,58,4.23,0,0
A2187,KR,21.2,80,58,69,7.93,0,0
A2188,KR,21.9,72,48,60,6.19,0,0
A2189,MM,16.5,69,51,60,4.67,0,0
A2190,KR,17.7,55,45,50,3.48,0,0
A2191,BNS,15.9,62,45,53,3.51,0,0
A2192,KR,15.3,58,45,51,3.13,0,0
A2193,MM,17.9,66,60,63,5.58,0,0
A2194,MM,15.2,59,52,55,3.61,0,0
A2195,BNS,14.9,54,41,47,2.29,14,11.3
A2196,MM,20,67,44,55,4.51,11,5.1
A2197,BNS,14.5,59,46,52,3.08,0,0
A2198,MM,9,57,51,54,2.06,0,0
A2199,BNS,12.7,63,51,57,2.87,17,11.3
A2200,MM,14.4,62,51,56,3.55,0,0
A2201,MM,21.5,68,51,59,5.88,0,0
A2202,MM,18,75,53,64,5.79,0,0
A2203,MM,18.2,69,54,61,5.32,0,0
A2204,KR,18.3,58,41,49,3.45,0,0
A2205,KR,19.5,68,45,56,4.8,0,0
A2206,BNS,13.3,65,44,54,2.56,19,15.8
A2207,KR,16,67,48,57,4.08,0,0
A2208,KR,18.6,67,44,55,4.42,0,0
A2209,BNS,19.5,83,65,74,6.97,27,16.9
A2210,MP,18.4,72,54,63,5.74,0,0
A2211,MM,18.1,63,56,59,4.95,0,0
A2212,KR,15.8,54,41,47,2.74,0,0
A2213,BNS,14.2,59,43,51,2.9,0,0
A2214,BNS,17.2,56,41,48,3.11,0,0
A2215,BNS,15.2,68,49,58,4.02,0,0
A2216,MB,18.8,64,46,55,4.47,0,0
A2217,KR,13.5,79,58,68,4.9,0,0
A2218,KR,11,58,50,54,2.52,0,0
A2219,KR,21.3,64,41,52,4.52,0,0
A2220,KR,18.8,70,46,58,4.97,0,0
A2221,KR,19.4,73,49,61,5.67,0,0
A2222,KR,17.8,60,52,56,4.38,0,0
A2223,MM,15.6,70,55,62,4.71,0,0
A2224,MM,15.4,73,59,66,5.27,0,0
A2225,MB,17.7,79,65,72,7.21,0,0
A2226,MM,20.9,72,57,64,6.72,0,0
A2227,MM,21.4,88,66,77,9.97,0,0
A2228,KR,17,63,53,58,4.49,0,0
A2229,KR,21.8,84,60,72,8.88,0,0
A2230,KR,21.1,74,50,62,6.37,0,0
A2231,KR,17.4,70,51,60,4.92,0,0
A2232,KR,17.2,57,46,51,3.51,0,0
A2233,MM,11.2,60,51,55,2.66,0,0
A2234,MM,20,65,51,58,4.95,13,6.4
A2235,MM,20.7,96,72,84,11.47,0,0
A2236,MM,18.3,96,81,88,11.13,0,0
A2237,MM,10.4,89,76,82,5.32,13,3.2
A2238,MM,10.9,72,63,67,3.84,0,0
A2239,KR,21.3,100,77,88,12.95,0,0
A2240,MK,12.5,79,63,71,4.95,0,0
A2241,MM,9.6,58,51,54,2.2,0,0
A2242,MB,15.1,71,59,65,5.01,0,0
A2243,MM,10,64,51,57,2.55,0,0
A2244,MM,14.6,73,52,62,4.41,0,0
A2245,MB,14.7,73,54,63,4.58,0,0
A2246,KR,16.8,75,56,65,5.57,0,0
A2247,KR,14.3,58,42,50,2.81,0,0
A2248,MM,16.4,77,55,66,5.61,0,0
A2249,KR,22.7,70,55,62,6.85,0,0
A2250,KR,20.1,66,43,54,4.6,0,0
A2251,BNS,11.5,68,59,63,3.58,0,0
A2252,KR,21.6,69,42,55,5.13,0,0
A2253,BNS,18.5,57,48,52,3.93,0,0
A2254,MM,21,66,53,59,5.74,0,0
A2255,KR,12.6,69,57,63,3.93,0,0
A2256,KR,21.5,67,41,54,4.92,0,0
A2257,BNS,17.6,67,43,55,4.18,0,0
A2258,BNS,15.6,77,51,64,4.75,13,5.3
A2259,KR,14.9,69,58,63,4.64,0,0
A2260,KR,14.9,62,41,51,3.04,0,0
A2261,KR,14.4,80,67,73,6.03,0,0
A2262,KR,22.8,72,46,59,6.23,0,0
